gene,total,composition,within_celltype,pct_composition
EEF1B2,-0.05381960875211746,-0.03169463996378635,-0.022124968788331104,58.89050607886362
EEF1D,-0.03255268125664555,-0.019104716249099384,-0.01344796500754617,58.688610312857726
EEF2,-0.027682163144079758,-0.011179160845993089,-0.01650300229808667,40.38398584607691
EFHD2,-0.0012182131670227907,0.0016231313015082263,-0.002841344468531017,-133.2386929846622
EGFR,0.018240348417383832,0.014487017284254583,0.0037533311331292476,79.42291974229964
EGLN3,0.03925906297574025,0.023645566854632646,0.015613496121107608,60.22957519196062
EID1,-0.0036927440587804865,-0.000522023884940374,-0.0031707201738401126,14.136476198482335
EIF1,-0.016900101003495083,0.004006960042327038,-0.02090706104582212,-23.709681033849236
EIF2AK1,0.008962548733178432,0.009279589813718118,-0.0003170410805396866,103.53739867953
EIF2S2,0.003132691746597546,0.0043966514663650695,-0.0012639597197675236,140.34740159609785
EIF2S3,-0.012586227017437725,-0.006831743297882168,-0.005754483719555557,54.27951751082397
EIF3A,-0.002456491416662738,-0.0003942649137523421,-0.002062226502910396,16.04992026749965
EIF3B,0.010415850876045797,0.01024281827025698,0.00017303260578881746,98.33875688267817
EIF3D,-0.0016867929249811389,0.001177835699449398,-0.002864628624430537,-69.82692907978424
EIF3E,-0.023911209626522753,-0.008854866943901704,-0.015056342682621047,37.03228352813955
